user_id,recency_days,frequency,monetary,first_order,last_order,R_score,F_score,M_score,RFM_score,RFM_sum,segment
28067,264,6,527120.0,2018-02-14,2019-10-07,4,5,5,455,14,Champions
28069,926,1,3773.0,2017-12-14,2017-12-14,1,2,4,124,7,Low Engagement
28070,558,3,12286.0,2018-02-14,2018-12-17,2,5,4,254,11,Loyal / Active
28071,519,2,10569.0,2018-02-12,2019-01-25,2,4,4,244,10,Loyal / Active
28073,712,3,5815.0,2017-10-10,2018-07-16,1,5,4,154,10,At Risk
28074,809,1,14329.0,2018-04-10,2018-04-10,1,2,5,125,8,Low Engagement
28075,285,2,4084.0,2018-09-14,2019-09-16,4,4,4,444,12,Champions
28076,267,1,8769.0,2019-10-04,2019-10-04,4,2,4,424,10,Recent / New
28077,368,4,14065.0,2017-10-19,2019-06-25,3,5,5,355,13,Loyal / Active
28078,961,1,120.0,2017-11-09,2017-11-09,1,2,1,121,4,Low Engagement
28079,281,3,3939.0,2018-03-21,2019-09-20,4,5,4,454,13,Champions
28080,968,1,259.0,2017-11-02,2017-11-02,1,2,1,121,4,Low Engagement
28081,925,1,148.0,2017-12-15,2017-12-15,1,2,1,121,4,Low Engagement
28082,585,2,32407.0,2018-07-25,2018-11-20,2,4,5,245,11,Loyal / Active
28083,660,3,371.0,2018-01-22,2018-09-06,2,5,2,252,9,Loyal / Active
28084,51,2,14028.0,2019-03-15,2020-05-07,5,4,5,545,14,Champions
28086,225,3,9639.0,2018-02-21,2019-11-15,4,5,4,454,13,Champions
28089,724,1,10449.0,2018-07-04,2018-07-04,1,2,4,124,7,Low Engagement
28090,37,2,1046.0,2018-04-18,2020-05-21,5,4,3,543,12,Champions
28091,248,1,2944.0,2019-10-23,2019-10-23,4,2,3,423,9,Recent / New
28092,15,5,884.0,2018-06-14,2020-06-12,5,5,2,552,12,Champions
28093,900,2,598.0,2017-10-13,2018-01-09,1,4,2,142,7,At Risk
28095,170,1,208.0,2020-01-09,2020-01-09,4,2,1,421,7,Recent / New
28096,124,2,657.0,2018-04-16,2020-02-24,5,4,2,542,11,Champions
28097,451,2,55546.0,2018-02-03,2019-04-03,3,4,5,345,12,Loyal / Active
28100,634,1,3875.0,2018-10-02,2018-10-02,2,2,4,224,8,Low Engagement
28102,171,2,12412.0,2019-05-22,2020-01-08,4,4,4,444,12,Champions
28103,296,1,676.0,2019-09-05,2019-09-05,4,2,2,422,8,Recent / New
28104,740,1,843.0,2018-06-18,2018-06-18,1,2,2,122,5,Low Engagement
28105,493,2,254.0,2018-12-13,2019-02-20,2,4,1,241,7,Loyal / Active
28106,542,1,12426.0,2019-01-02,2019-01-02,2,2,4,224,8,Low Engagement
28108,493,2,3092.0,2018-04-25,2019-02-20,2,4,3,243,9,Loyal / Active
28109,834,2,1278.0,2017-12-18,2018-03-16,1,4,3,143,8,At Risk
28110,915,1,88.0,2017-12-25,2017-12-25,1,2,1,121,4,Low Engagement
28111,654,1,9537.0,2018-09-12,2018-09-12,2,2,4,224,8,Low Engagement
28112,358,2,2130.0,2018-04-12,2019-07-05,3,4,3,343,10,Loyal / Active
28113,674,1,15366.0,2018-08-23,2018-08-23,2,2,5,225,9,Low Engagement
28114,596,1,46.0,2018-11-09,2018-11-09,2,2,1,221,5,Low Engagement
28115,369,1,1185.0,2019-06-24,2019-06-24,3,2,3,323,8,Low Engagement
28116,463,1,1708.0,2019-03-22,2019-03-22,3,2,3,323,8,Low Engagement
28117,527,2,310.0,2018-01-15,2019-01-17,2,4,1,241,7,Loyal / Active
28119,743,1,130.0,2018-06-15,2018-06-15,1,2,1,121,4,Low Engagement
28120,192,3,486.0,2018-02-16,2019-12-18,4,5,2,452,11,Champions
28121,494,2,241.0,2018-12-03,2019-02-19,2,4,1,241,7,Loyal / Active
28124,793,1,93.0,2018-04-26,2018-04-26,1,2,1,121,4,Low Engagement
28125,458,1,190.0,2019-03-27,2019-03-27,3,2,1,321,6,Low Engagement
28127,372,3,45985.0,2018-01-17,2019-06-21,3,5,5,355,13,Loyal / Active
28130,716,2,584.0,2017-11-20,2018-07-12,1,4,2,142,7,At Risk
28133,296,2,685.0,2019-02-18,2019-09-05,4,4,2,442,10,Champions
28134,220,2,273.0,2018-07-13,2019-11-20,4,4,1,441,9,Champions
28136,102,3,57575.0,2019-09-30,2020-03-17,5,5,5,555,15,Champions
28137,220,1,1051.0,2019-11-20,2019-11-20,4,2,3,423,9,Recent / New
28138,870,1,2296.0,2018-02-08,2018-02-08,1,2,3,123,6,Low Engagement
28140,793,1,2509.0,2018-04-26,2018-04-26,1,2,3,123,6,Low Engagement
28141,213,2,10718.0,2019-10-28,2019-11-27,4,4,4,444,12,Champions
28142,303,2,1760.0,2017-11-24,2019-08-29,3,4,3,343,10,Loyal / Active
28144,33,1,199.0,2020-05-25,2020-05-25,5,2,1,521,8,Recent / New
28145,708,1,3255.0,2018-07-20,2018-07-20,1,2,3,123,6,Low Engagement
28147,785,2,3949.0,2018-01-05,2018-05-04,1,4,4,144,9,At Risk
28149,736,1,148.0,2018-06-22,2018-06-22,1,2,1,121,4,Low Engagement
28150,29,2,5315.0,2020-02-24,2020-05-29,5,4,4,544,13,Champions
28151,480,1,227.0,2019-03-05,2019-03-05,2,2,1,221,5,Low Engagement
28152,359,3,20671.0,2018-03-30,2019-07-04,3,5,5,355,13,Loyal / Active
28154,220,3,34505.0,2018-01-19,2019-11-20,4,5,5,455,14,Champions
28155,750,1,208.0,2018-06-08,2018-06-08,1,2,1,121,4,Low Engagement
28156,724,1,24019.0,2018-07-04,2018-07-04,1,2,5,125,8,Low Engagement
28157,37,2,12643.0,2018-10-16,2020-05-21,5,4,5,545,14,Champions
28158,136,1,88.0,2020-02-12,2020-02-12,5,2,1,521,8,Recent / New
28159,135,3,666.0,2017-10-16,2020-02-13,5,5,2,552,12,Champions
28160,449,2,1491.0,2018-07-11,2019-04-05,3,4,3,343,10,Loyal / Active
28161,541,3,783.0,2017-10-20,2019-01-03,2,5,2,252,9,Loyal / Active
28162,388,2,348.0,2019-02-28,2019-06-05,3,4,2,342,9,Loyal / Active
28163,134,2,3162.0,2018-12-17,2020-02-14,5,4,3,543,12,Champions
28164,352,2,48519.0,2017-12-12,2019-07-11,3,4,5,345,12,Loyal / Active
28165,309,3,3676.0,2019-06-03,2019-08-23,3,5,4,354,12,Loyal / Active
28166,577,2,579.0,2018-08-24,2018-11-28,2,4,2,242,8,Loyal / Active
28170,129,3,8009.0,2018-07-25,2020-02-19,5,5,4,554,14,Champions
28173,619,3,1199.0,2017-12-13,2018-10-17,2,5,3,253,10,Loyal / Active
28174,871,1,4292.0,2018-02-07,2018-02-07,1,2,4,124,7,Low Engagement
28177,641,2,213.0,2018-03-02,2018-09-25,2,4,1,241,7,Loyal / Active
28178,121,2,4926.0,2019-07-26,2020-02-27,5,4,4,544,13,Champions
28179,19,1,500.0,2020-06-08,2020-06-08,5,2,2,522,9,Recent / New
28181,947,1,208.0,2017-11-23,2017-11-23,1,2,1,121,4,Low Engagement
28182,772,2,370.0,2018-03-07,2018-05-17,1,4,2,142,7,At Risk
28183,926,1,13162.0,2017-12-14,2017-12-14,1,2,5,125,8,Low Engagement
28184,639,1,74.0,2018-09-27,2018-09-27,2,2,1,221,5,Low Engagement
28185,485,1,11176.0,2019-02-28,2019-02-28,2,2,4,224,8,Low Engagement
28188,668,1,2176.0,2018-08-29,2018-08-29,2,2,3,223,7,Low Engagement
28190,24,2,1440.0,2019-09-12,2020-06-03,5,4,3,543,12,Champions
28192,386,1,2667.0,2019-06-07,2019-06-07,3,2,3,323,8,Low Engagement
28194,17,2,10009.0,2018-02-16,2020-06-10,5,4,4,544,13,Champions
28195,596,2,1667.0,2018-04-06,2018-11-09,2,4,3,243,9,Loyal / Active
28197,192,2,26986.0,2019-04-09,2019-12-18,4,4,5,445,13,Champions
28198,968,1,5903.0,2017-11-02,2017-11-02,1,2,4,124,7,Low Engagement
28199,568,4,4254.0,2017-12-15,2018-12-07,2,5,4,254,11,Loyal / Active
28200,291,3,1898.0,2017-11-24,2019-09-10,4,5,3,453,12,Champions
28201,89,1,4352.0,2020-03-30,2020-03-30,5,2,4,524,11,Recent / New
28202,536,1,97.0,2019-01-08,2019-01-08,2,2,1,221,5,Low Engagement
28203,37,3,8394.0,2019-11-12,2020-05-21,5,5,4,554,14,Champions
28204,263,2,19439.0,2018-11-13,2019-10-08,4,4,5,445,13,Champions
28205,214,2,25144.0,2018-02-22,2019-11-26,4,4,5,445,13,Champions
28207,519,1,282.0,2019-01-25,2019-01-25,2,2,1,221,5,Low Engagement
28208,207,2,7375.0,2018-09-10,2019-12-03,4,4,4,444,12,Champions
28209,722,1,13134.0,2018-07-06,2018-07-06,1,2,5,125,8,Low Engagement
28211,417,2,2236.0,2019-04-08,2019-05-07,3,4,3,343,10,Loyal / Active
28212,516,4,3550.0,2018-04-09,2019-01-28,2,5,3,253,10,Loyal / Active
28213,206,2,12217.0,2019-05-10,2019-12-04,4,4,4,444,12,Champions
28214,466,2,8005.0,2018-09-26,2019-03-19,3,4,4,344,11,Loyal / Active
28216,479,2,4171.0,2019-02-14,2019-03-06,2,4,4,244,10,Loyal / Active
28218,775,1,125.0,2018-05-14,2018-05-14,1,2,1,121,4,Low Engagement
28219,170,3,33611.0,2017-12-07,2020-01-09,4,5,5,455,14,Champions
28220,866,1,139.0,2018-02-12,2018-02-12,1,2,1,121,4,Low Engagement
28221,60,4,11926.0,2018-04-05,2020-04-28,5,5,4,554,14,Champions
28222,19,1,56.0,2020-06-08,2020-06-08,5,2,1,521,8,Recent / New
28223,548,3,2135.0,2018-02-22,2018-12-27,2,5,3,253,10,Loyal / Active
28225,870,1,630.0,2018-02-08,2018-02-08,1,2,2,122,5,Low Engagement
28226,541,2,2005.0,2018-06-01,2019-01-03,2,4,3,243,9,Loyal / Active
28227,326,2,1306.0,2017-12-06,2019-08-06,3,4,3,343,10,Loyal / Active
28228,599,2,857.0,2018-01-09,2018-11-06,2,4,2,242,8,Loyal / Active
28229,953,1,139.0,2017-11-17,2017-11-17,1,2,1,121,4,Low Engagement
28230,32,2,1060.0,2017-12-19,2020-05-26,5,4,3,543,12,Champions
28231,561,2,1093.0,2018-02-20,2018-12-14,2,4,3,243,9,Loyal / Active
28232,143,1,1463.0,2020-02-05,2020-02-05,4,2,3,423,9,Recent / New
28233,509,1,407.0,2019-02-04,2019-02-04,2,2,2,222,6,Low Engagement
28234,142,4,24870.0,2019-01-17,2020-02-06,5,5,5,555,15,Champions
28235,316,2,5851.0,2019-03-20,2019-08-16,3,4,4,344,11,Loyal / Active
28237,528,1,83.0,2019-01-16,2019-01-16,2,2,1,221,5,Low Engagement
28238,803,1,296.0,2018-04-16,2018-04-16,1,2,1,121,4,Low Engagement
28241,747,1,83.0,2018-06-11,2018-06-11,1,2,1,121,4,Low Engagement
28242,519,1,5444.0,2019-01-25,2019-01-25,2,2,4,224,8,Low Engagement
28243,416,1,65.0,2019-05-08,2019-05-08,3,2,1,321,6,Low Engagement
28244,250,1,144.0,2019-10-21,2019-10-21,4,2,1,421,7,Recent / New
28245,414,4,55883.0,2018-02-08,2019-05-10,3,5,5,355,13,Loyal / Active
28247,163,3,76723.0,2019-04-01,2020-01-16,4,5,5,455,14,Champions
28248,470,2,2940.0,2018-10-04,2019-03-15,3,4,3,343,10,Loyal / Active
28249,5,3,50903.0,2017-10-26,2020-06-22,5,5,5,555,15,Champions
28250,306,2,6833.0,2018-02-12,2019-08-26,3,4,4,344,11,Loyal / Active
28252,18,2,8787.0,2020-01-20,2020-06-09,5,4,4,544,13,Champions
28253,494,1,167.0,2019-02-19,2019-02-19,2,2,1,221,5,Low Engagement
28255,123,2,1686.0,2019-09-09,2020-02-25,5,4,3,543,12,Champions
28256,949,1,83.0,2017-11-21,2017-11-21,1,2,1,121,4,Low Engagement
28257,376,1,120.0,2019-06-17,2019-06-17,3,2,1,321,6,Low Engagement
28258,782,2,592.0,2017-10-06,2018-05-07,1,4,2,142,7,At Risk
28259,81,2,287.0,2019-07-05,2020-04-07,5,4,1,541,10,Champions
28260,534,1,12102.0,2019-01-10,2019-01-10,2,2,4,224,8,Low Engagement
28262,149,4,1967.0,2017-12-20,2020-01-30,4,5,3,453,12,Champions
28263,108,2,453.0,2017-12-18,2020-03-11,5,4,2,542,11,Champions
28264,561,1,315.0,2018-12-14,2018-12-14,2,2,2,222,6,Low Engagement
28265,228,2,108648.0,2019-02-25,2019-11-12,4,4,5,445,13,Champions
28266,912,1,1361.0,2017-12-28,2017-12-28,1,2,3,123,6,Low Engagement
28268,774,1,5921.0,2018-05-15,2018-05-15,1,2,4,124,7,Low Engagement
28269,479,2,1560.0,2017-11-03,2019-03-06,2,4,3,243,9,Loyal / Active
28270,865,1,361.0,2018-02-13,2018-02-13,1,2,2,122,5,Low Engagement
28271,579,2,7616.0,2018-04-05,2018-11-26,2,4,4,244,10,Loyal / Active
28273,705,1,477.0,2018-07-23,2018-07-23,1,2,2,122,5,Low Engagement
28274,527,3,4157.0,2018-06-05,2019-01-17,2,5,4,254,11,Loyal / Active
28275,605,1,153574.0,2018-10-31,2018-10-31,2,2,5,225,9,Low Engagement
28276,199,1,4245.0,2019-12-11,2019-12-11,4,2,4,424,10,Recent / New
28277,814,1,1778.0,2018-04-05,2018-04-05,1,2,3,123,6,Low Engagement
28278,613,3,1542.0,2018-02-28,2018-10-23,2,5,3,253,10,Loyal / Active
28279,414,2,296.0,2019-02-01,2019-05-10,3,4,1,341,8,Loyal / Active
28280,642,1,278.0,2018-09-24,2018-09-24,2,2,1,221,5,Low Engagement
28281,141,2,2926.0,2017-11-07,2020-02-07,5,4,3,543,12,Champions
28282,256,3,1658.0,2017-12-19,2019-10-15,4,5,3,453,12,Champions
28283,572,1,815.0,2018-12-03,2018-12-03,2,2,2,222,6,Low Engagement
28284,134,1,1083.0,2020-02-14,2020-02-14,5,2,3,523,10,Recent / New
28285,331,2,165004.0,2018-01-04,2019-08-01,3,4,5,345,12,Loyal / Active
28286,900,1,431.0,2018-01-09,2018-01-09,1,2,2,122,5,Low Engagement
28287,127,2,101768.0,2018-09-17,2020-02-21,5,4,5,545,14,Champions
28288,376,2,36176.0,2018-01-03,2019-06-17,3,4,5,345,12,Loyal / Active
28289,624,1,426.0,2018-10-12,2018-10-12,2,2,2,222,6,Low Engagement
28290,845,1,338.0,2018-03-05,2018-03-05,1,2,2,122,5,Low Engagement
28291,177,2,1583.0,2018-10-23,2020-01-02,4,4,3,443,11,Champions
28292,415,1,278.0,2019-05-09,2019-05-09,3,2,1,321,6,Low Engagement
28293,337,2,9079.0,2019-07-16,2019-07-26,3,4,4,344,11,Loyal / Active
28294,698,2,843.0,2018-05-17,2018-07-30,1,4,2,142,7,At Risk
28296,155,1,852.0,2020-01-24,2020-01-24,4,2,2,422,8,Recent / New
28298,131,2,2213.0,2019-06-14,2020-02-17,5,4,3,543,12,Champions
28299,121,2,2662.0,2017-11-01,2020-02-27,5,4,3,543,12,Champions
28301,313,2,315.0,2017-11-08,2019-08-19,3,4,2,342,9,Loyal / Active
28302,704,2,486.0,2018-07-11,2018-07-24,1,4,2,142,7,At Risk
28303,262,1,11731.0,2019-10-09,2019-10-09,4,2,4,424,10,Recent / New
28304,891,1,93.0,2018-01-18,2018-01-18,1,2,1,121,4,Low Engagement
28306,681,2,1157.0,2018-06-12,2018-08-16,2,4,3,243,9,Loyal / Active
28307,127,1,347.0,2020-02-21,2020-02-21,5,2,2,522,9,Recent / New
28308,116,4,15078.0,2018-02-08,2020-03-03,5,5,5,555,15,Champions
28309,291,1,2361.0,2019-09-10,2019-09-10,4,2,3,423,9,Recent / New
28310,340,1,32.0,2019-07-23,2019-07-23,3,2,1,321,6,Low Engagement
28311,422,3,667.0,2018-07-03,2019-05-02,3,5,2,352,10,Loyal / Active
28312,641,1,176273.0,2018-09-25,2018-09-25,2,2,5,225,9,Low Engagement
28313,40,2,625.0,2018-06-05,2020-05-18,5,4,2,542,11,Champions
28314,52,3,385.0,2019-04-18,2020-05-06,5,5,2,552,12,Champions
28315,10,3,931.0,2018-06-06,2020-06-17,5,5,2,552,12,Champions
28316,138,1,65.0,2020-02-10,2020-02-10,5,2,1,521,8,Recent / New
28317,401,3,7282.0,2017-10-10,2019-05-23,3,5,4,354,12,Loyal / Active
28318,96,2,250.0,2018-12-18,2020-03-23,5,4,1,541,10,Champions
28320,851,1,208.0,2018-02-27,2018-02-27,1,2,1,121,4,Low Engagement
28322,507,2,468.0,2017-12-01,2019-02-06,2,4,2,242,8,Loyal / Active
28323,156,2,4625.0,2019-03-27,2020-01-23,4,4,4,444,12,Champions
28324,172,4,79408.0,2018-04-27,2020-01-07,4,5,5,455,14,Champions
28325,12,1,108606.0,2020-06-15,2020-06-15,5,2,5,525,12,Recent / New
28326,662,2,722.0,2017-11-14,2018-09-04,2,4,2,242,8,Loyal / Active
28327,765,2,18218.0,2017-10-13,2018-05-24,1,4,5,145,10,At Risk
28328,436,1,4995.0,2019-04-18,2019-04-18,3,2,4,324,9,Low Engagement
28330,635,2,357.0,2018-05-29,2018-10-01,2,4,2,242,8,Loyal / Active
28331,592,3,24509.0,2018-01-12,2018-11-13,2,5,5,255,12,Loyal / Active
28332,50,3,4740.0,2019-05-01,2020-05-08,5,5,4,554,14,Champions
28333,319,2,3426.0,2019-01-15,2019-08-13,3,4,3,343,10,Loyal / Active
28334,761,1,329.0,2018-05-28,2018-05-28,1,2,2,122,5,Low Engagement
28335,207,2,3120.0,2019-11-12,2019-12-03,4,4,3,443,11,Champions
28336,150,2,3537.0,2017-12-06,2020-01-29,4,4,3,443,11,Champions
28337,512,1,236.0,2019-02-01,2019-02-01,2,2,1,221,5,Low Engagement
28339,778,1,222.0,2018-05-11,2018-05-11,1,2,1,121,4,Low Engagement
28340,116,5,11384.0,2018-03-07,2020-03-03,5,5,4,554,14,Champions
28341,647,2,35329.0,2018-05-02,2018-09-19,2,4,5,245,11,Loyal / Active
28342,507,2,27518.0,2017-12-01,2019-02-06,2,4,5,245,11,Loyal / Active
28343,563,1,449.0,2018-12-12,2018-12-12,2,2,2,222,6,Low Engagement
28345,675,1,11176.0,2018-08-22,2018-08-22,2,2,4,224,8,Low Engagement
28347,141,1,417.0,2020-02-07,2020-02-07,5,2,2,522,9,Recent / New
28348,11,4,1842.0,2018-09-07,2020-06-16,5,5,3,553,13,Champions
28349,85,2,542.0,2019-10-09,2020-04-03,5,4,2,542,11,Champions
28350,52,2,128162.0,2018-07-23,2020-05-06,5,4,5,545,14,Champions
28351,577,1,1528.0,2018-11-28,2018-11-28,2,2,3,223,7,Low Engagement
28353,989,1,167.0,2017-10-12,2017-10-12,1,2,1,121,4,Low Engagement
28354,446,2,417.0,2017-11-14,2019-04-08,3,4,2,342,9,Loyal / Active
28355,873,2,227.0,2017-11-29,2018-02-05,1,4,1,141,6,At Risk
28357,68,2,2379.0,2018-08-31,2020-04-20,5,4,3,543,12,Champions
28358,113,2,3245.0,2018-01-16,2020-03-06,5,4,3,543,12,Champions
28360,668,1,1403.0,2018-08-29,2018-08-29,2,2,3,223,7,Low Engagement
28361,22,3,1949.0,2018-02-08,2020-06-05,5,5,3,553,13,Champions
28362,171,3,717.0,2018-03-15,2020-01-08,4,5,2,452,11,Champions
28365,430,2,5111.0,2018-05-22,2019-04-24,3,4,4,344,11,Loyal / Active
28366,537,1,37.0,2019-01-07,2019-01-07,2,2,1,221,5,Low Engagement
28370,484,1,329.0,2019-03-01,2019-03-01,2,2,2,222,6,Low Engagement
28371,502,1,1019.0,2019-02-11,2019-02-11,2,2,2,222,6,Low Engagement
28372,579,1,218.0,2018-11-26,2018-11-26,2,2,1,221,5,Low Engagement
28373,51,1,5153.0,2020-05-07,2020-05-07,5,2,4,524,11,Recent / New
28374,526,2,250.0,2018-03-20,2019-01-18,2,4,1,241,7,Loyal / Active
28375,47,2,1023.0,2017-12-11,2020-05-11,5,4,2,542,11,Champions
28376,253,1,116.0,2019-10-18,2019-10-18,4,2,1,421,7,Recent / New
28377,247,2,1879.0,2019-06-28,2019-10-24,4,4,3,443,11,Champions
28378,71,2,347.0,2018-07-26,2020-04-17,5,4,2,542,11,Champions
28379,570,2,83601.0,2018-04-05,2018-12-05,2,4,5,245,11,Loyal / Active
28380,723,1,306.0,2018-07-05,2018-07-05,1,2,1,121,4,Low Engagement
28381,15,3,1403.0,2018-08-01,2020-06-12,5,5,3,553,13,Champions
28382,751,1,278.0,2018-06-07,2018-06-07,1,2,1,121,4,Low Engagement
28383,61,2,17291.0,2019-04-23,2020-04-27,5,4,5,545,14,Champions
28384,120,4,12612.0,2017-11-07,2020-02-28,5,5,5,555,15,Champions
28385,824,2,6690.0,2017-12-21,2018-03-26,1,4,4,144,9,At Risk
28386,988,1,230509.0,2017-10-13,2017-10-13,1,2,5,125,8,Low Engagement
28388,247,1,167.0,2019-10-24,2019-10-24,4,2,1,421,7,Recent / New
28389,788,1,764.0,2018-05-01,2018-05-01,1,2,2,122,5,Low Engagement
28390,208,1,13778.0,2019-12-02,2019-12-02,4,2,5,425,11,Recent / New
28391,838,3,3514.0,2017-10-23,2018-03-12,1,5,3,153,9,At Risk
28392,437,1,449.0,2019-04-17,2019-04-17,3,2,2,322,7,Low Engagement
28393,170,3,2167.0,2017-10-10,2020-01-09,4,5,3,453,12,Champions
28397,624,1,4894.0,2018-10-12,2018-10-12,2,2,4,224,8,Low Engagement
28398,449,2,8227.0,2018-07-05,2019-04-05,3,4,4,344,11,Loyal / Active
28399,341,1,333.0,2019-07-22,2019-07-22,3,2,2,322,7,Low Engagement
28402,662,1,255.0,2018-09-04,2018-09-04,2,2,1,221,5,Low Engagement
28403,605,1,4106.0,2018-10-31,2018-10-31,2,2,4,224,8,Low Engagement
28404,135,1,801.0,2020-02-13,2020-02-13,5,2,2,522,9,Recent / New
28405,443,3,963.0,2018-06-12,2019-04-11,3,5,2,352,10,Loyal / Active
28407,382,4,18592.0,2018-11-08,2019-06-11,3,5,5,355,13,Loyal / Active
28409,845,1,185.0,2018-03-05,2018-03-05,1,2,1,121,4,Low Engagement
28410,957,1,31991.0,2017-11-13,2017-11-13,1,2,5,125,8,Low Engagement
28411,932,1,106.0,2017-12-08,2017-12-08,1,2,1,121,4,Low Engagement
28412,744,1,509.0,2018-06-14,2018-06-14,1,2,2,122,5,Low Engagement
28413,614,1,630.0,2018-10-22,2018-10-22,2,2,2,222,6,Low Engagement
28414,905,1,3278.0,2018-01-04,2018-01-04,1,2,3,123,6,Low Engagement
28415,50,2,379.0,2018-04-13,2020-05-08,5,4,2,542,11,Champions
28416,162,3,4027.0,2019-02-12,2020-01-17,4,5,4,454,13,Champions
28417,381,4,9010.0,2017-11-14,2019-06-12,3,5,4,354,12,Loyal / Active
28418,466,4,6060.0,2018-05-02,2019-03-19,3,5,4,354,12,Loyal / Active
28419,348,3,2385.0,2019-03-26,2019-07-15,3,5,3,353,11,Loyal / Active
28420,18,3,1361.0,2019-05-31,2020-06-09,5,5,3,553,13,Champions
28421,806,1,157.0,2018-04-13,2018-04-13,1,2,1,121,4,Low Engagement
28422,660,1,0.0,2018-09-06,2018-09-06,2,2,1,221,5,Low Engagement
28424,171,3,15185.0,2018-03-27,2020-01-08,4,5,5,455,14,Champions
28425,305,1,5324.0,2019-08-27,2019-08-27,3,2,4,324,9,Low Engagement
28427,795,1,162.0,2018-04-24,2018-04-24,1,2,1,121,4,Low Engagement
28429,222,1,1130.0,2019-11-18,2019-11-18,4,2,3,423,9,Recent / New
28430,347,3,222379.0,2018-02-09,2019-07-16,3,5,5,355,13,Loyal / Active
28431,53,1,676.0,2020-05-05,2020-05-05,5,2,2,522,9,Recent / New
28432,568,1,79.0,2018-12-07,2018-12-07,2,2,1,221,5,Low Engagement
28434,191,4,8908.0,2018-09-18,2019-12-19,4,5,4,454,13,Champions
28435,743,1,3602.0,2018-06-15,2018-06-15,1,2,4,124,7,Low Engagement
28436,606,1,704.0,2018-10-30,2018-10-30,2,2,2,222,6,Low Engagement
28437,428,2,190.0,2018-01-26,2019-04-26,3,4,1,341,8,Loyal / Active
28438,170,1,278.0,2020-01-09,2020-01-09,4,2,1,421,7,Recent / New
28439,505,3,2615.0,2017-11-20,2019-02-08,2,5,3,253,10,Loyal / Active
28440,795,1,13903.0,2018-04-24,2018-04-24,1,2,5,125,8,Low Engagement
28441,257,1,292.0,2019-10-14,2019-10-14,4,2,1,421,7,Recent / New
28442,537,1,352.0,2019-01-07,2019-01-07,2,2,2,222,6,Low Engagement
28443,208,2,5287.0,2019-02-22,2019-12-02,4,4,4,444,12,Champions
28444,250,2,6092.0,2017-10-10,2019-10-21,4,4,4,444,12,Champions
28445,841,2,2084.0,2017-11-03,2018-03-09,1,4,3,143,8,At Risk
28447,968,1,208.0,2017-11-02,2017-11-02,1,2,1,121,4,Low Engagement
28448,810,1,556.0,2018-04-09,2018-04-09,1,2,2,122,5,Low Engagement
28450,507,2,55481.0,2018-07-24,2019-02-06,2,4,5,245,11,Loyal / Active
28451,873,1,3005.0,2018-02-05,2018-02-05,1,2,3,123,6,Low Engagement
28452,141,2,3134.0,2019-10-22,2020-02-07,5,4,3,543,12,Champions
28453,40,1,431.0,2020-05-18,2020-05-18,5,2,2,522,9,Recent / New
28454,939,1,852.0,2017-12-01,2017-12-01,1,2,2,122,5,Low Engagement
28455,207,3,9796.0,2018-02-23,2019-12-03,4,5,4,454,13,Champions
28456,635,2,459.0,2018-04-09,2018-10-01,2,4,2,242,8,Loyal / Active
28458,463,1,106.0,2019-03-22,2019-03-22,3,2,1,321,6,Low Engagement
28459,743,1,46.0,2018-06-15,2018-06-15,1,2,1,121,4,Low Engagement
28461,459,1,93.0,2019-03-26,2019-03-26,3,2,1,321,6,Low Engagement
28462,775,2,5264.0,2018-03-08,2018-05-14,1,4,4,144,9,At Risk
28463,794,1,421.0,2018-04-25,2018-04-25,1,2,2,122,5,Low Engagement
28464,599,1,65.0,2018-11-06,2018-11-06,2,2,1,221,5,Low Engagement
28465,338,2,3607.0,2017-11-10,2019-07-25,3,4,4,344,11,Loyal / Active
28466,235,6,20341.0,2017-12-04,2019-11-05,4,5,5,455,14,Champions
28470,591,1,815.0,2018-11-14,2018-11-14,2,2,2,222,6,Low Engagement
28471,135,1,13454.0,2020-02-13,2020-02-13,5,2,5,525,12,Recent / New
28472,792,1,116.0,2018-04-27,2018-04-27,1,2,1,121,4,Low Engagement
28473,344,2,10399.0,2019-05-24,2019-07-19,3,4,4,344,11,Loyal / Active
28474,696,1,389.0,2018-08-01,2018-08-01,1,2,2,122,5,Low Engagement
28475,79,2,1037.0,2018-12-28,2020-04-09,5,4,2,542,11,Champions
28478,312,2,162.0,2018-06-20,2019-08-20,3,4,1,341,8,Loyal / Active
28479,326,2,1796.0,2019-03-13,2019-08-06,3,4,3,343,10,Loyal / Active
28481,163,2,35921.0,2019-12-19,2020-01-16,4,4,5,445,13,Champions
28483,269,1,1093.0,2019-10-02,2019-10-02,4,2,3,423,9,Recent / New
28484,668,1,648.0,2018-08-29,2018-08-29,2,2,2,222,6,Low Engagement
28485,226,4,847.0,2018-12-06,2019-11-14,4,5,2,452,11,Champions
28487,823,1,361.0,2018-03-27,2018-03-27,1,2,2,122,5,Low Engagement
28489,73,4,5023.0,2018-03-05,2020-04-15,5,5,4,554,14,Champions
28490,106,4,4685.0,2017-12-22,2020-03-13,5,5,4,554,14,Champions
28491,794,2,921.0,2018-03-13,2018-04-25,1,4,2,142,7,At Risk
28492,383,2,2005.0,2018-06-21,2019-06-10,3,4,3,343,10,Loyal / Active
28493,320,1,6407.0,2019-08-12,2019-08-12,3,2,4,324,9,Low Engagement
28495,646,1,97.0,2018-09-20,2018-09-20,2,2,1,221,5,Low Engagement
