city,orders,revenue,restaurants,aov,pct_revenue
Begusarai,62,243537.0,62,3928.016129032258,0.025256823099850147
Sawai-madhopur,13,243083.0,13,18698.69230769231,0.025209739503980394
Bahraich,41,242543.0,41,6219.051282051282,0.025153736989069236
"Hinjewadi Phase-3,Pune",63,242527.0,63,3849.6349206349205,0.025152077655294088
Uran-islampur,30,242327.0,30,8356.103448275862,0.025131335983104772
"Bhayandar,Mumbai",284,240670.0,284,847.4295774647887,0.024959491229016268
Shikohabad,22,240328.0,22,12648.842105263158,0.024924022969572534
"Wakad,Pune",869,238555.0,869,274.83294930875576,0.024740148045614228
Sehore,20,237618.0,20,13201.0,0.02464297331140727
Hanumangarh,68,235944.0,68,3469.764705882353,0.024469365515182674
"ECR-Kottivakkam,Chennai",183,235801.0,183,1288.5300546448088,0.02445453521956731
"Mahalaxmi Malabar Hill,Mumbai",212,230598.0,212,1087.7264150943397,0.023914940617562195
"Chinar Park,Kolkata",630,230122.0,630,366.4363057324841,0.023865575437751616
Tuni,27,227036.0,27,8408.74074074074,0.023545531435870435
"Kachiguda,Hyderabad",47,226073.0,47,4810.063829787234,0.023445660284278868
Bagdogra,76,223976.0,76,2947.0526315789475,0.023228183851373863
"Sector-14,Gurgaon",238,223682.0,238,972.5304347826087,0.023197693593255565
Kolhapur,276,222855.0,276,813.3394160583941,0.023111926778752734
Chitradurga,79,222366.0,79,2850.846153846154,0.02306121339024985
Hubli,198,221942.0,198,1120.919191919192,0.023017241045208497
"Swargate,Pune",358,221324.0,358,619.9551820728291,0.0229531492781435
Ankleshwar,54,221091.0,54,4171.528301886792,0.022928985230042945
Baddi,74,220707.0,74,3023.3835616438355,0.022889161219439454
Ambur,68,218224.0,68,3306.4242424242425,0.022631653359209067
"Wagholi,Pune",426,217465.0,426,510.481220657277,0.022552938713250602
"Nigdi,Pune",394,217020.0,394,553.6224489795918,0.02250678849262937
Madurai,473,216796.0,473,458.34249471458776,0.022483557819777334
Haldia,17,216619.0,17,13538.6875,0.02246520143988979
Hapur,61,215688.0,61,3535.8688524590166,0.02236864895584851
"Poonamallee,Chennai",163,215645.0,163,1322.9754601226994,0.02236418949632781
"Virar,Mumbai",335,215162.0,335,642.2746268656716,0.022314098357990603
Gangapur-city,44,213630.0,44,4968.139534883721,0.022155217149020422
Tenkasi,36,211416.0,36,6040.457142857143,0.021925606837884668
Thalassery,27,210619.0,27,7800.7037037037035,0.021842951274210237
Singrauli,14,209233.0,14,14945.214285714286,0.021699211485938258
"West Chd,Chandigarh",200,207927.0,200,1044.859296482412,0.02156376836654201
Bulandshahr,60,206477.0,60,3441.2833333333333,0.021413391243169454
"Mylapore,Chennai",155,206065.0,155,1329.4516129032259,0.021370663398459458
"New Sohna Road,Gurgaon",17,205527.0,17,12089.823529411764,0.02131486830027019
Udgir,28,203087.0,28,7253.107142857143,0.021061819899560505
"Madhapur,Hyderabad",893,201466.0,893,226.11223344556677,0.02089370864646608
"Rajarhat,Kolkata",535,200669.0,535,375.0822429906542,0.020811053082791648
Cooch-behar,39,199791.0,39,5122.846153846154,0.02071999714188054
Beed,58,199523.0,58,3500.40350877193,0.020692203301146853
Surendranagar-dudhrej,32,197979.0,32,6599.3,0.020532077591845315
Himmatnagar,49,195016.0,49,3979.918367346939,0.020224789718360562
Yavatmal,66,192549.0,66,3008.578125,0.019968941191905322
Tadpatri,25,192276.0,25,7691.04,0.019940628809366902
"Behala,Kolkata",357,190728.0,357,538.7796610169491,0.019780088266621577
"Garia,Kolkata",429,189905.0,429,442.6689976689977,0.019694736285562533
Tanuku,35,187289.0,35,5351.114285714286,0.01942343521332625
"Kondhwa,Pune",502,185830.0,502,370.1792828685259,0.019272124714705168
Fatehgarh-sahib,39,181044.0,39,4642.153846153846,0.01877577649921478
Suryapet,29,180974.0,29,6463.357142857143,0.01876851691394852
"Jadavpur,Kolkata",758,180605.0,758,239.21192052980132,0.01873024852875923
"Warje,Pune",175,179416.0,175,1037.086705202312,0.01860693928759373
"Bibwewadi,Pune",654,179165.0,654,274.37212863705975,0.018580908488996135
Raghunathpur,23,178969.0,23,8134.954545454545,0.018560581650250603
"Ruby Area,Kolkata",458,177822.0,458,388.2576419213974,0.01844162816024486
"Egmore,Chennai",150,176885.0,150,1179.2333333333333,0.018344453426037906
Biharsharif,52,175684.0,52,3378.5384615384614,0.01821989968454105
"Punjabi Bagh,Delhi",186,175274.0,186,952.5760869565217,0.018177379256552946
Budaun,64,175036.0,64,2778.3492063492063,0.018152696666647657
South-goa,14,174189.0,14,12442.07142857143,0.018064855684925895
Aurangabad_bihar,50,173238.0,50,3464.76,0.017966229033665685
Chittorgarh,48,173134.0,48,3606.9583333333335,0.01795544336412724
Bhuj,55,170794.0,55,3105.3454545454547,0.017712765799512215
"Sarafa,Indore",149,169178.0,149,1135.4228187919464,0.01754517308822252
"Ramapuram,Chennai",115,167450.0,115,1456.0869565217392,0.01736596504050681
Hardoi,46,165100.0,46,3668.8888888888887,0.01712225039228232
"South Kolkata,Kolkata",498,164726.0,498,330.77510040160644,0.017083463465288294
Thodupuzha,24,164638.0,24,6859.916666666667,0.017074337129524993
Bundi,15,164285.0,15,10952.333333333334,0.017037728078110846
Batala,67,163639.0,67,2442.373134328358,0.016970732476939348
Dharwad,11,163397.0,11,14854.272727272728,0.016945635053590275
Arrah,50,162061.0,50,3307.3673469387754,0.016807080683365627
Baramati,49,160526.0,49,3276.0408163265306,0.01664788834931261
Banda,51,160204.0,51,3141.2549019607845,0.016614494257087806
"Sadar,Nagpur",474,159813.0,474,337.8710359408034,0.01657394428795769
Sasaram,14,158506.0,14,12192.76923076923,0.016438397460200493
Chidambaram,51,155519.0,51,3049.392156862745,0.016128620586053022
Puri,100,151835.0,100,1518.35,0.015746558984325778
"Old Delhi,Delhi",143,151742.0,143,1068.605633802817,0.015736914106757746
Chhapra,48,151361.0,48,3153.3541666666665,0.015697401221237094
"Dumdum,Kolkata",551,151059.0,551,274.65272727272725,0.015666081296231222
Golaghat,29,146927.0,29,5066.448275862069,0.015237558348799906
Nadiad,98,146751.0,98,1497.4591836734694,0.015219305677273306
"Hazratganj,Lucknow",356,146326.0,356,411.0280898876405,0.015175229623871004
Dausa,20,146009.0,20,7684.684210526316,0.015142354073450935
Farrukhabad,61,145823.0,61,2390.5409836065573,0.015123064318314868
"Indira Nagar,Lucknow",404,143854.0,404,358.73815461346635,0.01491886255561103
"Lake Town,Kolkata",592,143505.0,592,242.40709459459458,0.014882668337640669
Barshi,26,142928.0,26,5497.2307692307695,0.014822828613374485
Meerut,331,142790.0,331,431.3897280966767,0.014808516859563855
North-goa,446,142579.0,446,321.1238738738739,0.014786634395404124
Nagercoil,105,141020.0,105,1369.126213592233,0.014624953060688388
Azamgarh,48,140843.0,48,2934.2291666666665,0.01460659668080084
Adoni,37,139330.0,37,3870.277777777778,0.014449685930688648
Bongaigaon,46,138788.0,46,3017.1304347826085,0.014393475999055595
"Nandanvan,Nagpur",381,138491.0,381,363.49343832021,0.014362674615854457
Bapatlachirala,35,138200.0,35,4187.878787878788,0.014332495482818999
Adilabad,50,135898.0,25,2717.96,0.014093758835919944
Chikmagalur,52,135064.0,52,2597.3846153846152,0.014007266062890485
Alipurduar,42,134868.0,42,3211.1428571428573,0.013986939224144955
"Koregaon Park,Pune",170,133893.0,170,787.6058823529412,0.013885823572222027
Hoshiarpur,108,131626.0,108,1218.7592592592594,0.013650716717956103
"Thrippunithura,Kochi",88,131013.0,88,1488.784090909091,0.013587143492695842
"Alipore,Kolkata",292,130994.0,292,448.6095890410959,0.013585173033837857
Bhind,23,130484.0,23,5673.217391304348,0.013532281769755095
Jodhpur,419,129129.0,419,308.1837708830549,0.013391756940672463
Phagwara,134,128000.0,134,962.406015037594,0.013274670201163762
Gadag-betigeri,21,127688.0,21,6080.380952380952,0.013242313192548424
"Sector 18,Delhi",3,126578.0,3,42192.666666666664,0.013127196911897707
"Suncity & Bandlaguda,Hyderabad",31,122056.0,31,4068.5333333333333,0.01265822770369722
Panipat,204,121653.0,204,596.3382352941177,0.012616433234235742
Amreli,27,121531.0,27,4501.148148148148,0.012603780814200258
Cherthala,30,121167.0,30,4038.9,0.0125660309708157
Balaghat,23,118188.0,23,5138.608695652174,0.012257083763555802
Chikkaballapur,35,118016.0,35,3371.885714285714,0.012239245925472987
Bijnor,43,117240.0,43,2726.5116279069766,0.012158768237378433
Karnal,155,114367.0,155,737.8516129032258,0.011860814116378874
Bhusawal,44,113871.0,44,2587.9772727272725,0.011809374769349365
"Burrabazar,Kolkata",290,113720.0,290,393.4948096885813,0.011793714806846428
Chandrapur,97,111675.0,97,1163.28125,0.011581631208710648
"Howrah,Kolkata",395,111399.0,395,282.73857868020303,0.011553007701089388
"Santoshpur,Kolkata",301,110276.0,301,366.36544850498336,0.011436543211746367
Dehri,24,110178.0,24,4790.347826086957,0.011426379792373601
Morbi,175,109925.0,175,631.7528735632184,0.011400141577054114
Vyara,25,109848.0,25,4577.0,0.011392156033261226
"Dugri,Ludhiana",269,109704.0,269,409.34328358208955,0.011377222029284916
Godhra,25,109236.0,25,4369.44,0.01132868651636191
"Perumbakkam,Chennai",101,108930.0,101,1078.5148514851485,0.011296951757912253
Doddaballapura,30,107820.0,30,3594.0,0.011181835477261537
"Vyttila,Kochi",59,107535.0,59,1822.6271186440679,0.011152278594391758
Bela-pratapgarh,32,106626.0,32,3332.0625,0.011058007694291307
"Bally,Kolkata",277,106446.0,277,385.67391304347825,0.01103934018932092
Khanna,83,106082.0,83,1278.0963855421687,0.01100159034593636
Chalakkudy,37,105626.0,37,2934.0555555555557,0.010954299333344714
Dahod,39,104291.0,39,2674.128205128205,0.010815848671481014
Bhawanipatna,16,103837.0,16,6489.8125,0.010768765075611262
Hinganghat,16,103124.0,16,6445.25,0.010694821014256341
Warangal,28,101740.0,28,3633.5714285714284,0.010551288642706259
Dhanbad,3,101263.0,3,33754.333333333336,0.010501819754534734
Changanassery,79,97863.0,79,1238.7721518987341,0.010149211327316322
Arakkonam,22,95593.0,22,4345.136363636364,0.009913793347967558
Chalisgaon,30,95573.0,30,3185.766666666667,0.009911719180748626
Bidar,41,95121.0,41,2320.0243902439024,0.009864843001600766
Waidhan,25,94581.0,25,3783.24,0.009808840486689606
Karimnagar,98,93759.0,98,956.7244897959183,0.009723592213991508
Muzaffarpur,121,93706.0,121,774.4297520661157,0.009718095670861338
Jabalpur,246,93685.0,246,380.8333333333333,0.009715917795281461
Buxar,24,92872.0,24,3869.6666666666665,0.009631602897831881
Imphal,90,92720.0,90,1030.2222222222222,0.009615839226968
"Bhosari,Pune",455,92715.0,455,203.76923076923077,0.009615320685163267
Mansa,178,91954.0,178,516.5955056179776,0.00953639862248291
"Old Palasia,Indore",278,90528.0,278,325.64028776978415,0.00938851049977307
Beawar,58,88806.0,58,1558.0,0.00920992470222304
"Khan Market,Delhi",107,88716.0,107,829.1214953271028,0.009200590949737845
Hindaun,19,88100.0,19,4636.8421052631575,0.009136706599394745
Jhansi,225,88044.0,225,391.3066666666667,0.009130898931181736
Bhadohi,23,87780.0,23,3816.521739130435,0.009103519923891835
"Bavdhan,Pune",264,87707.0,264,332.2234848484849,0.009095949213542735
Balrampur,25,87496.0,25,3499.84,0.009074066749383004
Karaikkudi,82,86763.0,82,1058.0853658536585,0.00899804852080915
Nellore,197,86650.0,197,442.09183673469386,0.008986329476022186
Washim,25,85549.0,25,3564.5416666666665,0.00887214657061999
"South Tukoganj,Indore",99,85245.0,99,869.8469387755102,0.008840619228892226
Bhadrachalam,17,85177.0,17,5010.411764705882,0.008833567060347857
Chiplun,20,84614.0,20,4230.7,0.008775179253134925
Baran,23,83998.0,23,3818.090909090909,0.008711294902791825
"Tarnaka, Nacharam & Malkajigiri,Hyderabad",401,83290.0,401,208.225,0.008637869383241637
Dibrugarh,98,82588.0,98,842.734693877551,0.00856506611385713
Mangaluru,196,82482.0,196,420.8265306122449,0.008554073027596792
Varkala,20,82379.0,20,4118.95,0.008543391066419293
Bolpur,23,81741.0,23,3553.9565217391305,0.008477225132135367
Karur,99,80634.0,99,814.4848484848485,0.00836241997656749
Pudukkottai,80,79097.0,80,988.7125,0.008203020225792577
Muzaffarnagar,99,78539.0,99,793.3232323232323,0.00814515096038438
Hoshangabad,53,77981.0,53,1471.3396226415093,0.008087281694976182
"Aluva,Kochi",78,77560.0,78,994.3589743589744,0.008043620475017667
Balurghat,32,76893.0,32,2402.90625,0.00797444699826629
Khammam,95,76041.0,95,800.4315789473684,0.007886087474739793
Karad,83,75542.0,83,910.144578313253,0.007834337002627444
Kashipur,83,74623.0,83,910.0365853658536,0.007739029018917526
Tiptur,11,73807.0,11,7380.7,0.0076544029963851075
Nagaon,70,73634.0,70,1051.9142857142858,0.007636461449941347
Bhatkal,20,73313.0,20,3665.65,0.00760317106607749
"Manish Nagar,Nagpur",197,72797.0,197,369.5279187817259,0.007549657551829049
Manipal,157,72109.0,157,459.2929936305732,0.007478306199497794
"Kharkhana & Trimulgherry,Hyderabad",299,72048.0,299,240.96321070234114,0.007471979989480052
"Balanagar & Idpl,Hyderabad",11,72021.0,11,6547.363636363636,0.007469179863734494
"Sangvi,Pune",252,71421.0,252,283.4166666666667,0.007406954847166539
Aruppukottai,17,70699.0,17,4158.764705882353,0.007332077410563099
Mathura,138,70460.0,138,510.57971014492756,0.007307291112296864
"Sinhgad Road,Pune",305,70438.0,305,231.70394736842104,0.007305009528356039
Dindigul,97,70392.0,97,725.6907216494845,0.007300238943752496
Hansi,19,70275.0,19,3698.684210526316,0.007288105065521745
"BRS Nagar,Ludhiana",134,70234.0,134,524.1343283582089,0.0072838530227229345
Vapi,11,68921.0,11,6265.545454545455,0.0071476839448000595
Pathankot,103,68304.0,103,663.1456310679612,0.007083695886096012
Balangir,21,67870.0,21,3231.904761904762,0.007038686457445191
Chikhli,21,67790.0,21,3228.095238095238,0.007030389788569464
Chakdaha,28,67730.0,28,2418.9285714285716,0.0070241672869126685
"Kalamassery,Kochi",63,67109.0,63,1082.4032258064517,0.006959764394764835
Kannur,94,66574.0,94,708.2340425531914,0.006904280421658408
Basti,51,65616.0,51,1286.5882352941176,0.006804927811871573
Visnagar,13,65596.0,13,5045.846153846154,0.006802853644652641
"Vishrantwadi,Pune",206,65568.0,206,318.29126213592235,0.006799949810546137
"Manasarovar,Jaipur",208,65479.0,208,314.80288461538464,0.00679071976642189
Kharagpur,74,65030.0,74,878.7837837837837,0.00674415471235687
Tarn-taran-sahib,7,64737.0,7,9248.142857142857,0.006713768162599519
"New Palasia,Indore",188,64467.0,188,342.9095744680851,0.006685766905143939
Bagalkot,16,64403.0,16,4025.1875,0.006679129570043357
Kapurthala,72,64332.0,72,893.5,0.006671766276416149
"Aminabad,Lucknow",176,63228.0,176,359.25,0.006557272245931112
"Sitabuldi,Nagpur",172,60947.0,172,354.34302325581393,0.006320713474611935
Churu,19,59876.0,19,3151.3684210526317,0.006209641820038136
"New DLF Phase 4,Gurgaon",11,58166.0,11,5816.6,0.006032300522819464
Thiruvalla,6,57862.0,6,9643.666666666666,0.0060007731810917
Dimapur,46,57742.0,46,1255.2608695652175,0.0059883281777781084
Mehsana,101,57543.0,101,575.43,0.005967690213949737
"Fort Kochi,Kochi",70,57231.0,70,817.5857142857143,0.0059353332053344
Proddatur,68,57223.0,68,841.5147058823529,0.005934503538446828
"Dhankawadi,Pune",21,56981.0,21,2713.3809523809523,0.005909406115097752
Basirhat,14,56817.0,14,4058.3571428571427,0.0058923979439025114
"Bajaj Nagar,Nagpur",137,54775.0,137,399.8175182481752,0.00568062547084957
"Civil Lines,Ludhiana",119,54248.0,119,455.8655462184874,0.005625971164630717
"Bopodi,Pune",4,54111.0,4,13527.75,0.005611763119181034
Budhwal,7,53696.0,7,7670.857142857143,0.005568724149388198
"Wardha Road,Nagpur",131,52809.0,131,403.12213740458014,0.005476734833228571
"Royapuram,Chennai",5,52583.0,5,10516.6,0.005453296743654641
Kishanganj,25,52511.0,25,2100.44,0.005445829741666486
Katihar,47,52352.0,47,1113.872340425532,0.005429340112275978
Kozhikode,214,51188.0,214,239.19626168224298,0.005308623580134146
Mirzapur,54,51129.0,54,964.6981132075472,0.005302504786838296
Moga,83,50832.0,83,612.433734939759,0.005271703403637158
Karunagappaly,48,50684.0,48,1055.9166666666667,0.005256354566217063
Pilibhit,52,48934.0,52,941.0384615384615,0.005074864934560527
Bodhan-rural,8,48001.0,8,6000.125,0.004978105033797357
Jamnagar,126,47250.0,126,381.0483870967742,0.004900220054726467
"Greater Kailash New,Delhi",81,46873.0,81,578.679012345679,0.004861122002649602
Gangtok,9,46710.0,9,5190.0,0.004844217539815307
Kakinada,158,45414.0,158,287.43037974683546,0.004709811504028524
"Bbd,Lucknow",104,43509.0,104,418.3557692307692,0.004512247076425266
Gurdaspur,37,42710.0,37,1256.1764705882354,0.00442938409602894
Fazilka,15,42482.0,15,3034.4285714285716,0.004405738589733117
Kollam,138,42003.0,138,304.3695652173913,0.004356062284839699
"Santoshnagar & Saidabad,Hyderabad",228,41114.0,228,181.9203539823009,0.004263865551958178
"Ashiyana,Lucknow",95,41034.0,95,441.2258064516129,0.004255568883082451
Porbandar,49,40104.0,49,818.4489795918367,0.004159120107402121
Khamgaon,24,39604.0,24,1650.1666666666667,0.004107265926928825
Pali,71,39548.0,71,557.0140845070423,0.004101458258715816
Kumbakonam,98,39288.0,98,400.8979591836735,0.004074494084869702
Chandausi,14,38689.0,14,2763.5,0.0040123727766626935
"Gandhibagh,Nagpur",107,37673.0,107,352.0841121495327,0.003907005081940956
Katni,65,37005.0,65,569.3076923076923,0.0038377278968286326
Gadwal,11,36371.0,11,4041.222222222222,0.0037719767959884932
Arambagh,17,35963.0,17,2115.470588235294,0.003729663784722284
"Esplanade,Kolkata",92,35823.0,92,393.65934065934067,0.003715144614189761
"Hatibagan,Kolkata",84,35644.0,84,424.3333333333333,0.0036965808175803212
Jammu,93,35255.0,93,383.20652173913044,0.003656238265172097
Palakkad,97,34322.0,97,353.83505154639175,0.0035594783644089267
Namakkal,92,34067.0,92,370.29347826086956,0.0035330327323675457
Modinagar,46,34044.0,46,740.0869565217391,0.0035306474400657742
"Greater Noida,Delhi",5,33528.0,5,6705.6,0.003477133925817333
"Lulu Mall,Kochi",11,33506.0,11,3046.0,0.0034748523418765076
Kalaburagi,91,33426.0,91,375.5730337078652,0.00346655567300078
Perinthalmanna,34,32926.0,34,968.4117647058823,0.0034147014925274845
Gokak,12,32826.0,12,2735.5,0.0034043306564328253
Jorhat,128,32747.0,128,255.8359375,0.0033961376959180446
Hospet,36,32713.0,36,908.6944444444445,0.0033926116116458605
Kavali,20,32545.0,20,1627.25,0.0033751886070068327
Mancherial,69,32453.0,69,470.3333333333333,0.0033656474377997464
Navsari,78,32391.0,78,415.2692307692308,0.0033592175194210577
"Mehdipatnam,Hyderabad",143,32066.0,143,224.23776223776224,0.0033255123021134155
Nanded,99,31822.0,99,321.4343434343434,0.0033002074620424467
Moradabad,82,31601.0,82,385.3780487804878,0.0032772879142732502
"Kestopur,Kolkata",102,31248.0,102,306.3529411764706,0.003240678862859103
Parbhani,47,31059.0,47,660.8297872340426,0.0032210779826401972
Madanapalle,77,30929.0,77,401.6753246753247,0.0032075958957171404
Uluberia,11,30926.0,11,3436.222222222222,0.0032072847706343006
Jalgaon,99,30868.0,99,311.7979797979798,0.0032012696856993984
Kota,99,30489.0,99,307.969696969697,0.00316196421690064
Kalady,94,30359.0,94,329.9891304347826,0.003148482129977583
Kurukshetra,121,30146.0,121,251.21666666666667,0.003126392249095959
Ongole,97,29595.0,97,305.10309278350513,0.003069248942214387
Kohima,1,29583.0,1,29583.0,0.0030680044418830276
"Science City,Ahmedabad",5,28182.0,5,5636.4,0.0029227090281968523
Kurnool,119,27818.0,119,233.76470588235293,0.002884959184812293
Munger,33,26968.0,33,817.2121212121212,0.00279680707800769
Machilipatnam,58,26951.0,58,464.67241379310343,0.002795044035871598
Miryalaguda,21,26935.0,21,1282.6190476190477,0.0027933847020964525
Kolar,39,26634.0,39,682.9230769230769,0.002762168485451528
Latur,104,26627.0,104,256.02884615384613,0.002761442526924902
Junagadh,84,26547.0,84,316.0357142857143,0.002753145858049175
Malda,58,26345.0,58,462.1929824561403,0.002732196769137963
"Alkapuri,Vadodara",1,26255.0,1,26255.0,0.0027228630166527697
Chengannur,30,25718.0,30,857.2666666666667,0.00266717162682445
Mughalsarai,34,25069.0,34,737.3235294117648,0.002599864900570112
"Thakurpukur,Kolkata",87,25006.0,87,290.7674418604651,0.0025933312738304765
Mandya,70,24699.0,70,352.84285714285716,0.002561492807019873
"Naktala,Kolkata",54,24672.0,54,456.8888888888889,0.0025586926812743147
Kadapa,98,24629.0,98,251.31632653061226,0.0025542332217536115
Bantwal,9,24550.0,9,2727.777777777778,0.0025460402612388308
Nandyal,62,24402.0,62,393.5806451612903,0.002530691423818735
Nizamabad,93,23859.0,93,256.5483870967742,0.002474377783824736
"Alwal,Hyderabad",141,23372.0,141,165.75886524822695,0.0024238718120437454
Mayiladuthurai,32,23340.0,32,729.375,0.0024205531444934547
Kanyakumari,23,23327.0,23,1014.2173913043479,0.0024192049358011487
Kanchrapara,88,22908.0,88,260.3181818181818,0.002375751132564527
Barwani,10,22509.0,10,2250.9,0.0023343714965468366
Madikeri,29,22497.0,29,775.7586206896551,0.0023331269962154778
Palani,40,21647.0,40,541.175,0.0022449748894108747
Rangpo,1,21597.0,1,21597.0,0.002239789471363545
Muktsar,57,21330.0,57,374.2105263157895,0.002212099338990805
Jaunpur,72,21036.0,72,292.1666666666667,0.0021816090808725068
Patiala,45,20976.0,45,466.1333333333333,0.0021753865792157115
Nangal,36,20959.0,36,582.1944444444445,0.0021736235370796195
Neemuch,43,20740.0,43,482.3255813953488,0.0021509114060323156
Kotdwar,55,20601.0,55,374.56363636363636,0.0021364959438607395
Motihari,49,20356.0,49,415.42857142857144,0.0021110873954288244
Nalgonda,54,20018.0,54,370.7037037037037,0.0020760339694288763
Medinipur,48,19773.0,48,411.9375,0.002050625420996961
Kottayam,101,19700.0,101,195.04950495049505,0.0020430547106478603
Burhanpur,39,19465.0,39,512.2368421052631,0.002018683245825411
Jalpaiguri,54,19025.0,54,352.31481481481484,0.0019730515670089107
Kishangarh,39,18346.0,39,470.4102564102564,0.0019026335899261747
Mahbubnagar,65,18262.0,65,280.95384615384614,0.001893922087606661
Nabadwip,24,17228.0,24,717.8333333333334,0.001786687642387885
Lakhimpur,74,17159.0,74,231.8783783783784,0.0017795317654825701
Jamshedpur,62,17129.0,62,276.2741935483871,0.0017764205146541723
Morena,32,17052.0,32,532.875,0.0017684349708612847
Bilimora,3,16640.0,3,5546.666666666667,0.001725707126151289
Pala,29,16607.0,29,572.6551724137931,0.0017222847502400514
Ooty,63,16421.0,63,260.6507936507937,0.0017029949951039853
Kendujhar,27,16241.0,27,601.5185185185185,0.0016843274901335989
Jagdalpur,45,16089.0,45,357.53333333333336,0.0016685638192697168
Nainital,32,15910.0,32,497.1875,0.0016500000226602769
Jind,65,15693.0,65,241.43076923076924,0.0016274953083348664
"New Cyber City,Gurgaon",12,15583.0,12,1298.5833333333333,0.0016160873886307413
Kannauj,27,15521.0,27,574.8518518518518,0.0016096574702520526
"Kankurgachi,Kolkata",27,15412.0,27,570.8148148148148,0.0015983532589088742
Lonavala,93,15054.0,93,161.8709677419355,0.0015612256656899943
Ranibennur,3,15010.0,3,5003.333333333333,0.0015566624978083441
Khandwa,43,14857.0,43,345.51162790697674,0.0015407951185835156
Moodbidri,17,14444.0,17,849.6470588235294,0.0014979635655125731
Ichalkaranji,38,13881.0,38,365.2894736842105,0.0014395757582996418
Kottarakkara,24,13864.0,24,577.6666666666666,0.0014378127161635498
Chopda,13,13751.0,13,1057.7692307692307,0.001426093671376585
"Alwarpet,Chennai",1,13588.0,1,13588.0,0.0014091892085422906
Kaithal,57,13414.0,57,235.33333333333334,0.0013911439537375836
Maunath-bhanjan,36,13350.0,36,381.42857142857144,0.0013845066186370016
Narsinghpur,26,13248.0,26,509.53846153846155,0.0013739283658204492
Jhunjhunu,45,13200.0,45,293.3333333333333,0.0013689503644950128
Narnaul,36,13117.0,36,364.3611111111111,0.0013603425705364458
Kothamanagalam,57,12877.0,57,225.91228070175438,0.0013354525639092637
"LalDarwaja,Ahmedabad",11,12815.0,11,1165.0,0.001329022645530575
Mussoorie,10,12721.0,10,1272.1,0.0013192740596015954
Narasaraopet,29,12710.0,29,438.2758620689655,0.0013181332676311828
Orai,74,12484.0,74,168.7027027027027,0.001294695178057253
Bongaon,12,12107.0,12,1008.9166666666666,0.001255597125980388
Krishnagiri,67,11968.0,67,178.62686567164178,0.0012411816638088116
Jagraon,42,11542.0,42,274.8095238095238,0.0011970019020455635
Malout,29,11074.0,29,381.86206896551727,0.0011484663891225585
Malegaon,31,11018.0,31,355.4193548387097,0.0011426587209095495
"Nampally,Hyderabad",6,11010.0,6,1835.0,0.0011418290540219766
Buldana,19,10862.0,19,571.6842105263158,0.001126480216601881
Nagda,19,10341.0,19,544.2631578947369,0.0010724481605487066
Nandurbar,13,10231.0,13,787.0,0.0010610402408445815
Mandsaur,38,10213.0,38,268.7631578947368,0.001059173490347543
Jhalawar,31,9891.0,31,319.06451612903226,0.0010257793981227404
Palanpur,21,9826.0,21,467.9047619047619,0.0010190383546612117
Kovilpatti,51,9806.0,51,192.27450980392157,0.00101696418744228
Korba,56,9525.0,56,170.08928571428572,0.0009878221380162876
Nagapattinam,15,9037.0,15,602.4666666666667,0.0009372124578743508
Jagtial,31,8687.0,31,280.2258064516129,0.0009009145315430437
Diu,20,8577.0,20,428.85,0.0008895066118389186
Palampur,43,8564.0,43,199.1627906976744,0.0008881584031466129
"Model Town,Ludhiana",30,8368.0,30,288.55172413793105,0.0008678315644010809
"Jakhan,Dehradun",6,8175.0,6,1635.0,0.0008478158507383886
Itarsi,24,7724.0,24,321.8333333333333,0.0008010433799514758
Krishnanagar,16,7689.0,16,480.5625,0.000797413587318345
Osmanabad,26,7432.0,26,285.84615384615387,0.0007707605385550709
Kopargaon,39,7384.0,39,189.33333333333334,0.0007657825372296345
Irinjalakuda,24,7353.0,24,306.375,0.0007625675780402901
"BBK_MayurVihar,Delhi",1,6880.0,1,6880.0,0.0007135135233125522
Naraingarh,15,6550.0,15,436.6666666666667,0.0006792897642001768
"Alambagh,Lucknow",11,6229.0,11,566.2727272727273,0.0006459993803363209
Jhargram,21,6178.0,21,294.1904761904762,0.0006407102539280447
Jahanabad,20,6115.0,20,305.75,0.0006341766271884094
"Kidderpore,Kolkata",27,5831.0,27,215.96296296296296,0.0006047234526795772
"Rajajinagar,Bangalore",3,5777.0,3,1925.6666666666667,0.0005991232011884613
"West Marredpally,Hyderabad",28,5756.0,28,205.57142857142858,0.0005969453256085828
Kamareddy,21,5749.0,21,273.76190476190476,0.0005962193670819568
Kadiri,19,5475.0,19,288.1578947368421,0.0005678032761825905
Malappuram,16,5445.0,16,363.0,0.0005646920253541928
Neyveli,22,5334.0,22,242.45454545454547,0.0005531803972891211
Madhubani,29,5284.0,29,182.20689655172413,0.0005479949792417915
Muvattupuzha,18,5233.0,18,290.72222222222223,0.0005427058528335153
Kunnamkullam,33,4832.0,33,151.0,0.000501118800093932
Kodaikanal,22,4677.0,22,212.5909090909091,0.00048504400414721026
Manjeri,17,4617.0,17,271.5882352941176,0.0004788215024904147
Nirmal,16,4617.0,16,288.5625,0.0004788215024904147
Dahanu,3,4611.0,3,1537.0,0.00047819925232473517
Kumarakom,32,4606.0,32,143.9375,0.00047768071052000223
"Tangra,Kolkata",15,4450.0,15,296.6666666666667,0.00046150220621233386
Kottakkal,19,4356.0,19,229.26315789473685,0.00045175362028335424
