order_id,order_date,year,month,year_month,user_id,r_id,qty,qty_capped,amount,revenue,is_zero_amount,has_restaurant,currency,order_type,order_id_raw_tag
ORD0031363,2020-03-31,2020,3,2020-03,99281,430573.0,1,1.0,120,120.0,False,True,INR,Veg,D636204632
ORD0031364,2020-03-31,2020,3,2020-03,8994,535752.0,13,13.0,3356,3356.0,False,True,INR,Other,E472808883
ORD0031365,2020-04-01,2020,4,2020-04,72172,391563.0,1,1.0,222,222.0,False,True,INR,Other,A631754657
ORD0031366,2020-04-01,2020,4,2020-04,46671,391562.0,7,7.0,1681,1681.0,False,True,INR,Veg,E900504473
ORD0031367,2020-04-02,2020,4,2020-04,25657,572810.0,1,1.0,222,222.0,False,True,INR,Other,D265025719
ORD0031368,2020-04-03,2020,4,2020-04,30752,500649.0,1,1.0,79,79.0,False,True,INR,Non-Veg,A617723795
ORD0031369,2020-04-06,2020,4,2020-04,24594,409971.0,7,7.0,2366,2366.0,False,True,INR,Veg,B398536317
ORD0031370,2020-04-06,2020,4,2020-04,49891,533570.0,1,1.0,366,366.0,False,True,INR,Other,E803081133
ORD0031371,2020-04-07,2020,4,2020-04,94948,225097.0,10,10.0,3111,3111.0,False,True,INR,Veg,A495381269
ORD0031372,2020-04-07,2020,4,2020-04,72205,443646.0,6,6.0,1644,1644.0,False,True,INR,Non-Veg,C882474717
ORD0031373,2020-04-07,2020,4,2020-04,97220,486020.0,18,18.0,4361,4361.0,False,True,INR,Other,A823192066
ORD0031374,2020-04-07,2020,4,2020-04,88700,443648.0,1,1.0,241,241.0,False,True,INR,Veg,E886134338
ORD0031375,2020-04-07,2020,4,2020-04,87182,420523.0,3,3.0,1102,1102.0,False,True,INR,Veg,E796357468
ORD0031376,2020-04-08,2020,4,2020-04,71510,509224.0,1,1.0,111,111.0,False,True,INR,Veg,E605344682
ORD0031377,2020-04-08,2020,4,2020-04,90862,327687.0,1,1.0,481,481.0,False,True,INR,Veg,B396240093
ORD0031378,2020-04-09,2020,4,2020-04,72167,452594.0,6,6.0,667,667.0,False,True,INR,Other,A501123470
ORD0031379,2020-04-14,2020,4,2020-04,98940,512500.0,1,1.0,222,222.0,False,True,INR,Non-Veg,E259288054
ORD0031380,2020-04-14,2020,4,2020-04,11010,549902.0,19,19.0,6333,6333.0,False,True,INR,Veg,D231868864
ORD0031381,2020-04-14,2020,4,2020-04,53276,253450.0,7,7.0,1968,1968.0,False,True,INR,Veg,B872211874
ORD0031382,2020-04-15,2020,4,2020-04,51315,467625.0,1,1.0,222,222.0,False,True,INR,Non-Veg,D868415535
ORD0031383,2020-04-15,2020,4,2020-04,32262,500633.0,1,1.0,366,366.0,False,True,INR,Other,B138891974
ORD0031384,2020-04-15,2020,4,2020-04,26095,524625.0,7,7.0,1681,1681.0,False,True,INR,Non-Veg,D476873104
ORD0031385,2020-04-16,2020,4,2020-04,87119,553299.0,1,1.0,111,111.0,False,True,INR,Veg,A899114307
ORD0031386,2020-04-16,2020,4,2020-04,58838,466412.0,1,1.0,241,241.0,False,True,INR,Veg,A104372177
ORD0031387,2020-04-16,2020,4,2020-04,2613,59097.0,3,3.0,1222,1222.0,False,True,INR,Non-Veg,B485617258
ORD0031388,2020-04-17,2020,4,2020-04,29805,423802.0,1,1.0,111,111.0,False,True,INR,Non-Veg,E866569770
ORD0031389,2020-04-17,2020,4,2020-04,85662,556677.0,1,1.0,241,241.0,False,True,INR,Other,A581517252
ORD0031390,2020-04-17,2020,4,2020-04,12712,559702.0,2,2.0,481,481.0,False,True,INR,Other,D900817990
ORD0031391,2020-04-20,2020,4,2020-04,24116,509214.0,1,1.0,222,222.0,False,True,INR,Veg,A491088906
ORD0031392,2020-04-21,2020,4,2020-04,23474,231990.0,1,1.0,236,236.0,False,True,INR,Non-Veg,C112729419
ORD0031393,2020-04-21,2020,4,2020-04,96301,302030.0,72,72.0,27583,27583.0,False,True,INR,Non-Veg,B179374444
ORD0031394,2020-04-22,2020,4,2020-04,66612,507152.0,1,1.0,111,111.0,False,True,INR,Non-Veg,C995123501
ORD0031395,2020-04-22,2020,4,2020-04,41467,538905.0,1,1.0,241,241.0,False,True,INR,Other,C689597109
ORD0031396,2020-04-22,2020,4,2020-04,81652,171483.0,1,1.0,370,370.0,False,True,INR,Veg,B907799528
ORD0031397,2020-04-23,2020,4,2020-04,85223,571627.0,5,5.0,1551,1551.0,False,True,INR,Other,D100720470
ORD0031398,2020-04-23,2020,4,2020-04,7822,546628.0,36,36.0,12769,12769.0,False,True,INR,Veg,D682648885
ORD0031399,2020-04-23,2020,4,2020-04,42707,524712.0,6,6.0,1454,1454.0,False,True,INR,Non-Veg,B428466962
ORD0031400,2020-04-23,2020,4,2020-04,57769,64337.0,1,1.0,171,171.0,False,True,INR,Non-Veg,C816788983
ORD0031401,2020-04-23,2020,4,2020-04,79396,432418.0,1,1.0,366,366.0,False,True,INR,Veg,D579754196
ORD0031402,2020-04-24,2020,4,2020-04,55626,556676.0,4,4.0,1324,1324.0,False,True,INR,Veg,E476977462
ORD0031403,2020-04-24,2020,4,2020-04,60845,524713.0,1,1.0,120,120.0,False,True,INR,Veg,E759748159
ORD0031404,2020-04-24,2020,4,2020-04,37304,406560.0,6,6.0,2000,2000.0,False,True,INR,Veg,C275081129
ORD0031405,2020-04-27,2020,4,2020-04,22713,519285.0,2,2.0,551,551.0,False,True,INR,Other,E865012052
ORD0031406,2020-04-27,2020,4,2020-04,2840,556671.0,1,1.0,241,241.0,False,True,INR,Veg,E346790404
ORD0031407,2020-04-28,2020,4,2020-04,7120,579108.0,3,3.0,1106,1106.0,False,True,INR,Veg,B291760774
ORD0031408,2020-04-28,2020,4,2020-04,62750,315546.0,6,6.0,1644,1644.0,False,True,INR,Other,B583550328
ORD0031409,2020-04-28,2020,4,2020-04,42492,131829.0,6,6.0,2079,2079.0,False,True,INR,Other,D109260989
ORD0031410,2020-04-29,2020,4,2020-04,63254,382982.0,1,1.0,222,222.0,False,True,INR,Non-Veg,A772278690
ORD0031411,2020-04-29,2020,4,2020-04,97202,523510.0,1,1.0,241,241.0,False,True,INR,Other,C992456349
ORD0031412,2020-04-29,2020,4,2020-04,84592,337581.0,1,1.0,120,120.0,False,True,INR,Non-Veg,A104263026
ORD0031413,2020-04-30,2020,4,2020-04,35062,513612.0,2,2.0,551,551.0,False,True,INR,Veg,B835834560
ORD0031414,2020-04-30,2020,4,2020-04,16497,301277.0,1,1.0,236,236.0,False,True,INR,Other,A408652159
ORD0031415,2020-05-04,2020,5,2020-05,1772,340864.0,2,2.0,593,593.0,False,True,INR,Veg,E465176632
ORD0031416,2020-05-04,2020,5,2020-05,62245,234810.0,6,6.0,1889,1889.0,False,True,INR,Veg,C955140690
ORD0031417,2020-05-05,2020,5,2020-05,53419,67971.0,1,1.0,444,444.0,False,True,INR,Other,B427315136
ORD0031418,2020-05-05,2020,5,2020-05,48428,370870.0,1,1.0,134,134.0,False,True,INR,Non-Veg,C108092163
ORD0031419,2020-05-05,2020,5,2020-05,90552,427074.0,1,1.0,120,120.0,False,True,INR,Non-Veg,B446721506
ORD0031420,2020-05-06,2020,5,2020-05,65287,405223.0,1,1.0,222,222.0,False,True,INR,Veg,C861371317
ORD0031421,2020-05-06,2020,5,2020-05,76781,327529.0,1,1.0,120,120.0,False,True,INR,Other,B909678184
ORD0031422,2020-05-06,2020,5,2020-05,94019,64345.0,78,78.0,29472,29472.0,False,True,INR,Other,C617531313
ORD0031423,2020-05-06,2020,5,2020-05,47408,103563.0,1,1.0,93,93.0,False,True,INR,Non-Veg,B773744529
ORD0031424,2020-05-06,2020,5,2020-05,72201,553152.0,1,1.0,319,319.0,False,True,INR,Non-Veg,A631076565
ORD0031425,2020-05-06,2020,5,2020-05,63957,571630.0,7,7.0,2690,2690.0,False,True,INR,Other,A230411802
ORD0031426,2020-05-07,2020,5,2020-05,48916,388286.0,1,1.0,120,120.0,False,True,INR,Veg,A510497130
ORD0031427,2020-05-07,2020,5,2020-05,93871,522305.0,144,144.0,42551,42551.0,False,True,INR,Other,C374840220
ORD0031428,2020-05-07,2020,5,2020-05,58532,464217.0,1,1.0,241,241.0,False,True,INR,Veg,A949899614
ORD0031429,2020-05-07,2020,5,2020-05,68670,402078.0,1,1.0,241,241.0,False,True,INR,Non-Veg,B895600407
ORD0031430,2020-05-07,2020,5,2020-05,66018,391559.0,5,5.0,1713,1713.0,False,True,INR,Other,E827582329
ORD0031431,2020-05-08,2020,5,2020-05,36110,461192.0,1,1.0,130,130.0,False,True,INR,Veg,C778985694
ORD0031432,2020-05-08,2020,5,2020-05,29166,466761.0,20,20.0,6556,6556.0,False,True,INR,Non-Veg,A648497034
ORD0031433,2020-05-08,2020,5,2020-05,86276,337575.0,1,1.0,241,241.0,False,True,INR,Non-Veg,A301819632
ORD0031434,2020-05-11,2020,5,2020-05,72370,500664.0,1,1.0,162,162.0,False,True,INR,Other,C817839606
ORD0031435,2020-05-11,2020,5,2020-05,80266,336361.0,5,5.0,1833,1833.0,False,True,INR,Other,A658884572
ORD0031436,2020-05-12,2020,5,2020-05,96122,508389.0,6,6.0,1644,1644.0,False,True,INR,Other,D590473584
ORD0031437,2020-05-12,2020,5,2020-05,7504,103557.0,4,4.0,1588,1588.0,False,True,INR,Non-Veg,B912759676
ORD0031438,2020-05-13,2020,5,2020-05,46293,490840.0,36,36.0,23634,23634.0,False,True,INR,Veg,B272585122
ORD0031439,2020-05-13,2020,5,2020-05,19482,361810.0,3,3.0,884,884.0,False,True,INR,Veg,C502970788
ORD0031440,2020-05-13,2020,5,2020-05,93295,565127.0,1,1.0,79,79.0,False,True,INR,Veg,D988240642
ORD0031441,2020-05-13,2020,5,2020-05,28733,512431.0,5,5.0,1954,1954.0,False,True,INR,Non-Veg,C201341509
ORD0031442,2020-05-14,2020,5,2020-05,17303,394514.0,1,1.0,111,111.0,False,True,INR,Other,C480739663
ORD0031443,2020-05-14,2020,5,2020-05,37508,534103.0,1,1.0,79,79.0,False,True,INR,Veg,C940980086
ORD0031444,2020-05-15,2020,5,2020-05,25135,356357.0,1,1.0,241,241.0,False,True,INR,Non-Veg,C195685288
ORD0031445,2020-05-15,2020,5,2020-05,33937,519189.0,1,1.0,79,79.0,False,True,INR,Other,E386725835
ORD0031446,2020-05-18,2020,5,2020-05,11158,578684.0,1,1.0,356,356.0,False,True,INR,Other,B375731489
ORD0031447,2020-05-18,2020,5,2020-05,28313,461158.0,1,1.0,162,162.0,False,True,INR,Non-Veg,E762677561
ORD0031448,2020-05-19,2020,5,2020-05,98337,523692.0,1,1.0,241,241.0,False,True,INR,Non-Veg,A350568864
ORD0031449,2020-05-19,2020,5,2020-05,17589,439230.0,18,18.0,4361,4361.0,False,True,INR,Other,D164065678
ORD0031450,2020-05-20,2020,5,2020-05,21342,500693.0,1,1.0,444,444.0,False,True,INR,Veg,A167908954
ORD0031451,2020-05-20,2020,5,2020-05,89174,316614.0,1,1.0,241,241.0,False,True,INR,Veg,D294567475
ORD0031452,2020-05-20,2020,5,2020-05,68819,523212.0,78,78.0,29616,29616.0,False,True,INR,Non-Veg,C442660226
ORD0031453,2020-05-20,2020,5,2020-05,99985,534218.0,3,3.0,644,644.0,False,True,INR,Non-Veg,E711524304
ORD0031454,2020-05-22,2020,5,2020-05,57036,548877.0,1,1.0,120,120.0,False,True,INR,Veg,C243786243
ORD0031455,2020-05-25,2020,5,2020-05,10232,367489.0,1,1.0,120,120.0,False,True,INR,Non-Veg,A377388129
ORD0031456,2020-05-25,2020,5,2020-05,97814,543069.0,1,1.0,79,79.0,False,True,INR,Other,D780298028
ORD0031457,2020-05-26,2020,5,2020-05,40805,415387.0,144,144.0,42551,42551.0,False,True,INR,Other,B124668812
ORD0031458,2020-05-26,2020,5,2020-05,45572,451344.0,1,1.0,162,162.0,False,True,INR,Other,D538048439
ORD0031459,2020-05-27,2020,5,2020-05,15758,472169.0,2,2.0,556,556.0,False,True,INR,Other,D722826993
ORD0031460,2020-05-27,2020,5,2020-05,40231,325467.0,1,1.0,120,120.0,False,True,INR,Veg,C147853737
ORD0031461,2020-05-27,2020,5,2020-05,91736,346267.0,1,1.0,79,79.0,False,True,INR,Other,D751780407
ORD0031462,2020-05-28,2020,5,2020-05,75796,390283.0,3,3.0,810,810.0,False,True,INR,Other,A167710190
ORD0031463,2020-05-28,2020,5,2020-05,80663,408319.0,7,7.0,1681,1681.0,False,True,INR,Veg,B981900438
ORD0031464,2020-05-29,2020,5,2020-05,68174,368477.0,1,1.0,477,477.0,False,True,INR,Other,B990340663
ORD0031465,2020-05-29,2020,5,2020-05,71089,569615.0,1,1.0,79,79.0,False,True,INR,Other,E663989069
ORD0031466,2020-05-29,2020,5,2020-05,7439,219575.0,3,3.0,801,801.0,False,True,INR,Veg,D512124881
ORD0031467,2020-06-02,2020,6,2020-06,13019,523457.0,1,1.0,333,333.0,False,True,INR,Non-Veg,E300915451
ORD0031468,2020-06-02,2020,6,2020-06,69533,241029.0,6,6.0,2394,2394.0,False,True,INR,Other,C244593144
ORD0031469,2020-06-02,2020,6,2020-06,39003,534230.0,2,2.0,593,593.0,False,True,INR,Veg,E948978413
ORD0031470,2020-06-02,2020,6,2020-06,66109,484029.0,1,1.0,134,134.0,False,True,INR,Non-Veg,E408421647
ORD0031471,2020-06-03,2020,6,2020-06,10808,404197.0,1,1.0,111,111.0,False,True,INR,Veg,C674577828
ORD0031472,2020-06-03,2020,6,2020-06,27685,500681.0,1,1.0,481,481.0,False,True,INR,Non-Veg,B826920907
ORD0031473,2020-06-03,2020,6,2020-06,1607,523223.0,2,2.0,560,560.0,False,True,INR,Non-Veg,E439691565
ORD0031474,2020-06-04,2020,6,2020-06,16236,478717.0,2,2.0,773,773.0,False,True,INR,Non-Veg,A486464921
ORD0031475,2020-06-04,2020,6,2020-06,38382,400940.0,1,1.0,176,176.0,False,True,INR,Veg,D141277863
ORD0031476,2020-06-04,2020,6,2020-06,69942,361958.0,2,2.0,398,398.0,False,True,INR,Non-Veg,D626334970
ORD0031477,2020-06-05,2020,6,2020-06,17386,478957.0,1,1.0,130,130.0,False,True,INR,Other,D566256336
ORD0031478,2020-06-05,2020,6,2020-06,27289,85289.0,1,1.0,222,222.0,False,True,INR,Other,D430033809
ORD0031479,2020-06-05,2020,6,2020-06,81482,64360.0,1,1.0,120,120.0,False,True,INR,Non-Veg,A516548704
ORD0031480,2020-06-05,2020,6,2020-06,55618,350831.0,36,36.0,17338,17338.0,False,True,INR,Non-Veg,E631540232
ORD0031481,2020-06-05,2020,6,2020-06,28846,426172.0,3,3.0,958,958.0,False,True,INR,Other,D433180797
ORD0031482,2020-06-05,2020,6,2020-06,35045,426053.0,1,1.0,319,319.0,False,True,INR,Non-Veg,B313637465
ORD0031483,2020-06-08,2020,6,2020-06,29575,510394.0,72,72.0,27583,27583.0,False,True,INR,Veg,C390977109
ORD0031484,2020-06-08,2020,6,2020-06,75239,511366.0,7,7.0,1968,1968.0,False,True,INR,Other,E506442663
ORD0031485,2020-06-09,2020,6,2020-06,92915,548968.0,1,1.0,79,79.0,False,True,INR,Veg,E941869139
ORD0031486,2020-06-10,2020,6,2020-06,37823,510399.0,2,2.0,556,556.0,False,True,INR,Non-Veg,D104815380
ORD0031487,2020-06-10,2020,6,2020-06,80318,523787.0,24,24.0,7565,7565.0,False,True,INR,Non-Veg,E982763567
ORD0031488,2020-06-10,2020,6,2020-06,78405,390499.0,1,1.0,93,93.0,False,True,INR,Other,B694502329
ORD0031489,2020-06-10,2020,6,2020-06,15296,558894.0,1,1.0,176,176.0,False,True,INR,Other,D437282580
ORD0031490,2020-06-11,2020,6,2020-06,24911,415285.0,1,1.0,222,222.0,False,True,INR,Veg,D926768279
ORD0031491,2020-06-12,2020,6,2020-06,81352,523431.0,6,6.0,667,667.0,False,True,INR,Other,E961761696
ORD0031492,2020-06-12,2020,6,2020-06,48470,253332.0,1,1.0,111,111.0,False,True,INR,Non-Veg,E857294548
ORD0031493,2020-06-12,2020,6,2020-06,19286,228184.0,2,2.0,593,593.0,False,True,INR,Other,E739596124
ORD0031494,2020-06-12,2020,6,2020-06,47121,90414.0,1,1.0,79,79.0,False,True,INR,Other,B125642207
ORD0031495,2020-06-12,2020,6,2020-06,80689,564188.0,1,1.0,333,333.0,False,True,INR,Non-Veg,B668425269
ORD0031496,2020-06-12,2020,6,2020-06,67846,140615.0,4,4.0,1042,1042.0,False,True,INR,Non-Veg,D286619957
ORD0031497,2020-06-15,2020,6,2020-06,64350,415166.0,1,1.0,111,111.0,False,True,INR,Non-Veg,E903545751
ORD0031498,2020-06-15,2020,6,2020-06,7863,545340.0,5,5.0,1778,1778.0,False,True,INR,Non-Veg,A659946942
ORD0031499,2020-06-15,2020,6,2020-06,20216,384967.0,1,1.0,176,176.0,False,True,INR,Other,B726543174
ORD0031500,2020-06-15,2020,6,2020-06,59736,511472.0,1,1.0,162,162.0,False,True,INR,Other,A419439207
ORD0031501,2020-06-16,2020,6,2020-06,90338,407325.0,1,1.0,120,120.0,False,True,INR,Non-Veg,A743722247
ORD0031502,2020-06-16,2020,6,2020-06,12163,570868.0,12,12.0,3782,3782.0,False,True,INR,Veg,E573078884
ORD0031503,2020-06-16,2020,6,2020-06,30035,327967.0,1,1.0,241,241.0,False,True,INR,Other,E134564606
ORD0031504,2020-06-17,2020,6,2020-06,80963,90410.0,1,1.0,481,481.0,False,True,INR,Other,C209866384
ORD0031505,2020-06-17,2020,6,2020-06,38227,510388.0,18,18.0,4361,4361.0,False,True,INR,Other,A796424304
ORD0031506,2020-06-17,2020,6,2020-06,54287,514863.0,2,2.0,403,403.0,False,True,INR,Other,E592536185
ORD0031507,2020-06-17,2020,6,2020-06,56435,461266.0,1,1.0,366,366.0,False,True,INR,Non-Veg,C273485140
ORD0031508,2020-06-18,2020,6,2020-06,63849,254561.0,5,5.0,1287,1287.0,False,True,INR,Non-Veg,A599950856
ORD0031509,2020-06-18,2020,6,2020-06,76065,486420.0,1,1.0,176,176.0,False,True,INR,Non-Veg,B439543864
ORD0031510,2020-06-22,2020,6,2020-06,31587,456918.0,1,1.0,162,162.0,False,True,INR,Veg,E400969871
ORD0031511,2017-10-06,2017,10,2017-10,860,524768.0,1,1.0,93,93.0,False,True,INR,Non-Veg,C158914232
ORD0031512,2017-10-10,2017,10,2017-10,31048,463562.0,1,1.0,181,181.0,False,True,INR,Non-Veg,C455468849
ORD0031513,2017-10-11,2017,10,2017-10,37257,298213.0,7,7.0,1472,1472.0,False,True,INR,Non-Veg,C493367025
ORD0031514,2017-10-12,2017,10,2017-10,79066,428126.0,1,1.0,93,93.0,False,True,INR,Veg,A563903146
ORD0031515,2017-10-12,2017,10,2017-10,22112,408410.0,1,1.0,190,190.0,False,True,INR,Veg,A576106490
ORD0031516,2017-10-12,2017,10,2017-10,24547,441553.0,2,2.0,491,491.0,False,True,INR,Other,C151051972
ORD0031517,2017-10-13,2017,10,2017-10,1426,296163.0,1,1.0,167,167.0,False,True,INR,Other,C891323512
ORD0031518,2017-10-13,2017,10,2017-10,23633,337775.0,2,2.0,491,491.0,False,True,INR,Veg,C524428070
ORD0031519,2017-10-13,2017,10,2017-10,40158,524772.0,1,1.0,343,343.0,False,True,INR,Non-Veg,B728985311
ORD0031520,2017-10-16,2017,10,2017-10,84450,55671.0,1,1.0,93,93.0,False,True,INR,Other,E789003915
ORD0031521,2017-10-16,2017,10,2017-10,34488,299423.0,1,1.0,167,167.0,False,True,INR,Non-Veg,B382725484
ORD0031522,2017-10-17,2017,10,2017-10,92521,53378.0,9,9.0,2625,2625.0,False,True,INR,Veg,B166341567
ORD0031523,2017-10-17,2017,10,2017-10,85732,535778.0,1,1.0,384,384.0,False,True,INR,Veg,D566139284
ORD0031524,2017-10-17,2017,10,2017-10,14242,231574.0,4,4.0,1000,1000.0,False,True,INR,Other,B815788997
ORD0031525,2017-10-18,2017,10,2017-10,87105,453414.0,4,4.0,815,815.0,False,True,INR,Veg,E901842188
ORD0031526,2017-10-18,2017,10,2017-10,40684,522959.0,1,1.0,333,333.0,False,True,INR,Other,A493845055
ORD0031527,2017-10-18,2017,10,2017-10,66640,320088.0,8,8.0,2523,2523.0,False,True,INR,Non-Veg,C353417992
ORD0031528,2017-10-19,2017,10,2017-10,28053,48103.0,2,2.0,486,486.0,False,True,INR,Non-Veg,D534498258
ORD0031529,2017-10-19,2017,10,2017-10,53195,568956.0,1,1.0,167,167.0,False,True,INR,Veg,C692777077
ORD0031530,2017-10-20,2017,10,2017-10,33674,566416.0,1,1.0,167,167.0,False,True,INR,Other,A758820024
ORD0031531,2017-10-23,2017,10,2017-10,24808,391169.0,1,1.0,185,185.0,False,True,INR,Non-Veg,B293462847
ORD0031532,2017-10-23,2017,10,2017-10,82881,430978.0,3,3.0,861,861.0,False,True,INR,Veg,A391797510
ORD0031533,2017-10-23,2017,10,2017-10,45617,552491.0,1,1.0,162,162.0,False,True,INR,Non-Veg,C614100881
ORD0031534,2017-10-23,2017,10,2017-10,63399,518454.0,1,1.0,167,167.0,False,True,INR,Non-Veg,D833435407
ORD0031535,2017-10-24,2017,10,2017-10,72069,487746.0,10,10.0,2718,2718.0,False,True,INR,Other,E803519539
ORD0031536,2017-10-24,2017,10,2017-10,68780,64714.0,2,2.0,532,532.0,False,True,INR,Other,E629175773
ORD0031537,2017-10-24,2017,10,2017-10,42535,575376.0,1,1.0,324,324.0,False,True,INR,Veg,C588263877
ORD0031538,2017-10-25,2017,10,2017-10,80378,359798.0,1,1.0,162,162.0,False,True,INR,Non-Veg,A929632359
ORD0031539,2017-10-25,2017,10,2017-10,24059,506477.0,3,3.0,833,833.0,False,True,INR,Non-Veg,E427335445
ORD0031540,2017-10-26,2017,10,2017-10,49864,568961.0,1,1.0,185,185.0,False,True,INR,Non-Veg,A223082447
ORD0031541,2017-10-26,2017,10,2017-10,81768,51524.0,1,1.0,250,250.0,False,True,INR,Veg,C391559423
ORD0031542,2017-10-26,2017,10,2017-10,49448,349617.0,1,1.0,162,162.0,False,True,INR,Non-Veg,A491720327
ORD0031543,2017-10-27,2017,10,2017-10,85191,51523.0,1,1.0,46,46.0,False,True,INR,Other,A681696034
ORD0031544,2017-10-27,2017,10,2017-10,19930,234877.0,1,1.0,162,162.0,False,True,INR,Veg,A366739867
ORD0031545,2017-10-27,2017,10,2017-10,32520,475993.0,1,1.0,333,333.0,False,True,INR,Non-Veg,E419868337
ORD0031546,2017-10-27,2017,10,2017-10,73029,496579.0,3,3.0,593,593.0,False,True,INR,Veg,A164165155
ORD0031547,2017-10-30,2017,10,2017-10,71539,288398.0,1,1.0,250,250.0,False,True,INR,Veg,C128489621
ORD0031548,2017-10-30,2017,10,2017-10,4163,565337.0,1,1.0,46,46.0,False,True,INR,Veg,E169922014
ORD0031549,2017-10-30,2017,10,2017-10,65458,268648.0,8,8.0,3556,3556.0,False,True,INR,Other,E991511382
ORD0031550,2017-10-30,2017,10,2017-10,30498,400196.0,1,1.0,380,380.0,False,True,INR,Veg,B742510007
ORD0031551,2017-10-30,2017,10,2017-10,5634,576476.0,4,4.0,819,819.0,False,True,INR,Other,C327178545
ORD0031552,2017-10-30,2017,10,2017-10,77767,532769.0,1,1.0,167,167.0,False,True,INR,Veg,E570139795
ORD0031553,2017-10-31,2017,10,2017-10,87705,533614.0,1,1.0,93,93.0,False,True,INR,Non-Veg,D585395231
ORD0031554,2017-10-31,2017,10,2017-10,62997,556710.0,4,4.0,981,981.0,False,True,INR,Other,E914128187
ORD0031555,2017-10-31,2017,10,2017-10,79169,337991.0,1,1.0,167,167.0,False,True,INR,Non-Veg,E110302255
ORD0031556,2017-10-31,2017,10,2017-10,82138,473102.0,1,1.0,69,69.0,False,True,INR,Non-Veg,B521274106
ORD0031557,2017-11-02,2017,11,2017-11,95723,361879.0,1,1.0,46,46.0,False,True,INR,Other,E436048141
ORD0031558,2017-11-02,2017,11,2017-11,15244,496324.0,1,1.0,454,454.0,False,True,INR,Non-Veg,A153140462
ORD0031559,2017-11-02,2017,11,2017-11,95050,495598.0,4,4.0,981,981.0,False,True,INR,Other,C886191988
ORD0031560,2017-11-02,2017,11,2017-11,82784,470078.0,1,1.0,333,333.0,False,True,INR,Veg,D335015344
ORD0031561,2017-11-03,2017,11,2017-11,82178,129784.0,1,1.0,46,46.0,False,True,INR,Non-Veg,B832104375
ORD0031562,2017-11-03,2017,11,2017-11,86235,393201.0,1,1.0,60,60.0,False,True,INR,Veg,B880902044
ORD0031563,2017-11-03,2017,11,2017-11,56870,416209.0,3,3.0,824,824.0,False,True,INR,Veg,B156103377
ORD0031564,2017-11-06,2017,11,2017-11,29995,346451.0,1,1.0,83,83.0,False,True,INR,Non-Veg,C456352487
ORD0031565,2017-11-06,2017,11,2017-11,92319,48565.0,1,1.0,185,185.0,False,True,INR,Non-Veg,E411347816
ORD0031566,2017-11-06,2017,11,2017-11,3632,500700.0,1,1.0,167,167.0,False,True,INR,Veg,E693902371
ORD0031567,2017-11-09,2017,11,2017-11,69993,308060.0,1,1.0,185,185.0,False,True,INR,Veg,E112293715
ORD0031568,2017-11-09,2017,11,2017-11,62029,397807.0,160,160.0,66074,66074.0,False,True,INR,Non-Veg,D192649242
ORD0031569,2017-11-09,2017,11,2017-11,8341,486993.0,1,1.0,162,162.0,False,True,INR,Other,E437228955
ORD0031570,2017-11-09,2017,11,2017-11,40819,486998.0,1,1.0,176,176.0,False,True,INR,Other,A285667158
ORD0031571,2017-11-10,2017,11,2017-11,10001,167980.0,1,1.0,417,417.0,False,True,INR,Other,E125642344
ORD0031572,2017-11-10,2017,11,2017-11,95461,362853.0,1,1.0,185,185.0,False,True,INR,Other,A695451780
ORD0031573,2017-11-10,2017,11,2017-11,86087,435091.0,1,1.0,194,194.0,False,True,INR,Veg,C911521882
ORD0031574,2017-11-10,2017,11,2017-11,52105,549182.0,1,1.0,162,162.0,False,True,INR,Veg,D857300704
ORD0031575,2017-11-10,2017,11,2017-11,22325,565354.0,1,1.0,167,167.0,False,True,INR,Veg,A217648703
ORD0031576,2017-11-13,2017,11,2017-11,40722,472225.0,1,1.0,93,93.0,False,True,INR,Non-Veg,A384353842
ORD0031577,2017-11-13,2017,11,2017-11,90541,199525.0,1,1.0,190,190.0,False,True,INR,Non-Veg,E631737980
ORD0031578,2017-11-13,2017,11,2017-11,88429,506493.0,1,1.0,324,324.0,False,True,INR,Veg,C860510327
ORD0031579,2017-11-14,2017,11,2017-11,49706,347531.0,10,10.0,2810,2810.0,False,True,INR,Non-Veg,A741778952
ORD0031580,2017-11-14,2017,11,2017-11,62218,244437.0,1,1.0,333,333.0,False,True,INR,Non-Veg,A786277155
ORD0031581,2017-11-15,2017,11,2017-11,50767,541684.0,1,1.0,46,46.0,False,True,INR,Non-Veg,E324973310
ORD0031582,2017-11-15,2017,11,2017-11,80391,129777.0,1,1.0,269,269.0,False,True,INR,Veg,A618736154
ORD0031583,2017-11-15,2017,11,2017-11,57575,223993.0,1,1.0,329,329.0,False,True,INR,Veg,E204061307
ORD0031584,2017-11-15,2017,11,2017-11,24708,483475.0,1,1.0,333,333.0,False,True,INR,Other,E917731682
ORD0031585,2017-11-16,2017,11,2017-11,98916,371569.0,11,11.0,3181,3181.0,False,True,INR,Veg,E354983199
ORD0031586,2017-11-16,2017,11,2017-11,58512,332042.0,1,1.0,97,97.0,False,True,INR,Veg,C582233534
ORD0031587,2017-11-16,2017,11,2017-11,62744,483482.0,1,1.0,324,324.0,False,True,INR,Other,A850935844
ORD0031588,2017-11-17,2017,11,2017-11,36103,565365.0,1,1.0,500,500.0,False,True,INR,Non-Veg,E450302821
ORD0031589,2017-11-17,2017,11,2017-11,56242,567420.0,1,1.0,185,185.0,False,True,INR,Non-Veg,A394704115
